mix_id,split,mix_path,background_id,transient_id,target_snr_db,onset_s,duration_s,sample_rate,seed
mix_train_000191,train,data/mixes/train/mix_train_000191_snr_+0.wav,2-81731-A-10,1-77160-A-3,0,5.763618547755358,10.0,48000,42
mix_train_000192,train,data/mixes/train/mix_train_000192_snr_+5.wav,2-81731-A-10,1-77160-A-3,5,8.600316867545247,10.0,48000,42
mix_train_000193,train,data/mixes/train/mix_train_000193_snr_-10.wav,3-157487-A-10,5-198891-A-8,-10,5.901218582094103,10.0,48000,42
mix_train_000194,train,data/mixes/train/mix_train_000194_snr_-5.wav,3-157487-A-10,5-198891-A-8,-5,6.754191690207737,10.0,48000,42
mix_train_000195,train,data/mixes/train/mix_train_000195_snr_+0.wav,3-157487-A-10,5-198891-A-8,0,5.038225318595216,10.0,48000,42
mix_train_000196,train,data/mixes/train/mix_train_000196_snr_+5.wav,3-157487-A-10,5-198891-A-8,5,7.64455335777132,10.0,48000,42
mix_train_000197,train,data/mixes/train/mix_train_000197_snr_-10.wav,5-194892-A-10,2-103428-A-3,-10,8.177664825866097,10.0,48000,42
mix_train_000198,train,data/mixes/train/mix_train_000198_snr_-5.wav,5-194892-A-10,2-103428-A-3,-5,6.949243537276679,10.0,48000,42
mix_train_000199,train,data/mixes/train/mix_train_000199_snr_+0.wav,5-194892-A-10,2-103428-A-3,0,4.797395494584427,10.0,48000,42
mix_train_000200,train,data/mixes/train/mix_train_000200_snr_+5.wav,5-194892-A-10,2-103428-A-3,5,3.073532387720155,10.0,48000,42
mix_train_000201,train,data/mixes/train/mix_train_000201_snr_-10.wav,5-217186-A-16,3-197408-C-8,-10,7.718903102735366,10.0,48000,42
mix_train_000202,train,data/mixes/train/mix_train_000202_snr_-5.wav,5-217186-A-16,3-197408-C-8,-5,3.218490825045924,10.0,48000,42
mix_train_000203,train,data/mixes/train/mix_train_000203_snr_+0.wav,5-217186-A-16,3-197408-C-8,0,7.221398682671774,10.0,48000,42
mix_train_000204,train,data/mixes/train/mix_train_000204_snr_+5.wav,5-217186-A-16,3-197408-C-8,5,4.8767761365621345,10.0,48000,42
mix_train_000205,train,data/mixes/train/mix_train_000205_snr_-10.wav,5-217186-B-16,1-81269-A-3,-10,3.1967795753403063,10.0,48000,42
mix_train_000206,train,data/mixes/train/mix_train_000206_snr_-5.wav,5-217186-B-16,1-81269-A-3,-5,1.6198668309178865,10.0,48000,42
mix_train_000207,train,data/mixes/train/mix_train_000207_snr_+0.wav,5-217186-B-16,1-81269-A-3,0,3.28582520690522,10.0,48000,42
mix_train_000208,train,data/mixes/train/mix_train_000208_snr_+5.wav,5-217186-B-16,1-81269-A-3,5,3.173720856657477,10.0,48000,42
mix_train_000209,train,data/mixes/train/mix_train_000209_snr_-10.wav,1-79220-A-17,5-203128-A-0,-10,8.144214662322534,10.0,48000,42
mix_train_000210,train,data/mixes/train/mix_train_000210_snr_-5.wav,1-79220-A-17,5-203128-A-0,-5,1.6446212612613476,10.0,48000,42
mix_train_000211,train,data/mixes/train/mix_train_000211_snr_+0.wav,1-79220-A-17,5-203128-A-0,0,2.2066452641046927,10.0,48000,42
mix_train_000212,train,data/mixes/train/mix_train_000212_snr_+5.wav,1-79220-A-17,5-203128-A-0,5,4.064282339450705,10.0,48000,42
mix_train_000213,train,data/mixes/train/mix_train_000213_snr_-10.wav,2-37806-D-40,3-253084-C-2,-10,6.651353133556418,10.0,48000,42
mix_train_000214,train,data/mixes/train/mix_train_000214_snr_-5.wav,2-37806-D-40,3-253084-C-2,-5,1.5138308057110246,10.0,48000,42
mix_train_000215,train,data/mixes/train/mix_train_000215_snr_+0.wav,2-37806-D-40,3-253084-C-2,0,4.260794957332694,10.0,48000,42
mix_train_000216,train,data/mixes/train/mix_train_000216_snr_+5.wav,2-37806-D-40,3-253084-C-2,5,5.340889124031323,10.0,48000,42
mix_train_000217,train,data/mixes/train/mix_train_000217_snr_-10.wav,1-54958-A-10,3-70962-B-4,-10,1.4981256846686826,10.0,48000,42
mix_train_000218,train,data/mixes/train/mix_train_000218_snr_-5.wav,1-54958-A-10,3-70962-B-4,-5,7.663129354723901,10.0,48000,42
mix_train_000219,train,data/mixes/train/mix_train_000219_snr_+0.wav,1-54958-A-10,3-70962-B-4,0,4.11581450133553,10.0,48000,42
mix_train_000220,train,data/mixes/train/mix_train_000220_snr_+5.wav,1-54958-A-10,3-70962-B-4,5,7.158366178517306,10.0,48000,42
mix_train_000221,train,data/mixes/train/mix_train_000221_snr_-10.wav,3-103051-A-19,4-232495-A-6,-10,7.853856258431474,10.0,48000,42
mix_train_000222,train,data/mixes/train/mix_train_000222_snr_-5.wav,3-103051-A-19,4-232495-A-6,-5,7.124756608944556,10.0,48000,42
mix_train_000223,train,data/mixes/train/mix_train_000223_snr_+0.wav,3-103051-A-19,4-232495-A-6,0,4.043048231421693,10.0,48000,42
mix_train_000224,train,data/mixes/train/mix_train_000224_snr_+5.wav,3-103051-A-19,4-232495-A-6,5,1.0471686686719446,10.0,48000,42
mix_train_000225,train,data/mixes/train/mix_train_000225_snr_-10.wav,4-182839-A-17,2-182508-A-8,-10,3.3889012189790675,10.0,48000,42
mix_train_000226,train,data/mixes/train/mix_train_000226_snr_-5.wav,4-182839-A-17,2-182508-A-8,-5,4.119893184509751,10.0,48000,42
mix_train_000227,train,data/mixes/train/mix_train_000227_snr_+0.wav,4-182839-A-17,2-182508-A-8,0,8.133132335748096,10.0,48000,42
mix_train_000228,train,data/mixes/train/mix_train_000228_snr_+5.wav,4-182839-A-17,2-182508-A-8,5,7.685829366387205,10.0,48000,42
mix_train_000229,train,data/mixes/train/mix_train_000229_snr_-10.wav,4-133895-A-7,4-244318-A-6,-10,6.980125351824406,10.0,48000,42
mix_train_000230,train,data/mixes/train/mix_train_000230_snr_-5.wav,4-133895-A-7,4-244318-A-6,-5,5.369058477870713,10.0,48000,42
mix_train_000231,train,data/mixes/train/mix_train_000231_snr_+0.wav,4-133895-A-7,4-244318-A-6,0,5.826020711529931,10.0,48000,42
mix_train_000232,train,data/mixes/train/mix_train_000232_snr_+5.wav,4-133895-A-7,4-244318-A-6,5,2.764309554590551,10.0,48000,42
mix_train_000233,train,data/mixes/train/mix_train_000233_snr_-10.wav,1-17150-A-12,2-120586-A-6,-10,3.1834824941060527,10.0,48000,42
mix_train_000234,train,data/mixes/train/mix_train_000234_snr_-5.wav,1-17150-A-12,2-120586-A-6,-5,4.885135950388003,10.0,48000,42
mix_train_000235,train,data/mixes/train/mix_train_000235_snr_+0.wav,1-17150-A-12,2-120586-A-6,0,4.110857625969024,10.0,48000,42
mix_train_000236,train,data/mixes/train/mix_train_000236_snr_+5.wav,1-17150-A-12,2-120586-A-6,5,6.350988964983337,10.0,48000,42
mix_train_000237,train,data/mixes/train/mix_train_000237_snr_-10.wav,4-161127-A-10,1-100032-A-0,-10,6.79345102101831,10.0,48000,42
mix_train_000238,train,data/mixes/train/mix_train_000238_snr_-5.wav,4-161127-A-10,1-100032-A-0,-5,7.724045304500469,10.0,48000,42
mix_train_000239,train,data/mixes/train/mix_train_000239_snr_+0.wav,4-161127-A-10,1-100032-A-0,0,8.356332965351807,10.0,48000,42
mix_train_000240,train,data/mixes/train/mix_train_000240_snr_+5.wav,4-161127-A-10,1-100032-A-0,5,8.845775820151385,10.0,48000,42
mix_train_000241,train,data/mixes/train/mix_train_000241_snr_-10.wav,3-105235-A-7,2-52085-B-4,-10,1.2157316152411015,10.0,48000,42
mix_train_000242,train,data/mixes/train/mix_train_000242_snr_-5.wav,3-105235-A-7,2-52085-B-4,-5,4.152162050717638,10.0,48000,42
mix_train_000243,train,data/mixes/train/mix_train_000243_snr_+0.wav,3-105235-A-7,2-52085-B-4,0,5.515135864198193,10.0,48000,42
mix_train_000244,train,data/mixes/train/mix_train_000244_snr_+5.wav,3-105235-A-7,2-52085-B-4,5,1.2168163707224995,10.0,48000,42
mix_train_000245,train,data/mixes/train/mix_train_000245_snr_-10.wav,3-142005-A-10,2-32515-B-4,-10,2.085595897844514,10.0,48000,42
mix_train_000246,train,data/mixes/train/mix_train_000246_snr_-5.wav,3-142005-A-10,2-32515-B-4,-5,4.693587552412094,10.0,48000,42
mix_train_000247,train,data/mixes/train/mix_train_000247_snr_+0.wav,3-142005-A-10,2-32515-B-4,0,1.4022770679090204,10.0,48000,42
mix_train_000248,train,data/mixes/train/mix_train_000248_snr_+5.wav,3-142005-A-10,2-32515-B-4,5,4.032830913505117,10.0,48000,42
mix_train_000249,train,data/mixes/train/mix_train_000249_snr_-10.wav,1-46272-A-12,2-166644-B-2,-10,4.637594600131857,10.0,48000,42
mix_train_000250,train,data/mixes/train/mix_train_000250_snr_-5.wav,1-46272-A-12,2-166644-B-2,-5,3.700004384590965,10.0,48000,42
mix_train_000251,train,data/mixes/train/mix_train_000251_snr_+0.wav,1-46272-A-12,2-166644-B-2,0,8.037119888015162,10.0,48000,42
mix_train_000252,train,data/mixes/train/mix_train_000252_snr_+5.wav,1-46272-A-12,2-166644-B-2,5,3.226052925110448,10.0,48000,42
mix_train_000253,train,data/mixes/train/mix_train_000253_snr_-10.wav,2-73260-A-10,3-164216-C-6,-10,3.018172254259045,10.0,48000,42
mix_train_000254,train,data/mixes/train/mix_train_000254_snr_-5.wav,2-73260-A-10,3-164216-C-6,-5,1.6552498620931404,10.0,48000,42
mix_train_000255,train,data/mixes/train/mix_train_000255_snr_+0.wav,2-73260-A-10,3-164216-C-6,0,1.1550662964000855,10.0,48000,42
mix_train_000256,train,data/mixes/train/mix_train_000256_snr_+5.wav,2-73260-A-10,3-164216-C-6,5,5.31535238338027,10.0,48000,42
mix_train_000257,train,data/mixes/train/mix_train_000257_snr_-10.wav,4-186693-A-17,3-157695-A-0,-10,2.7937773257579854,10.0,48000,42
mix_train_000258,train,data/mixes/train/mix_train_000258_snr_-5.wav,4-186693-A-17,3-157695-A-0,-5,1.5489469636221553,10.0,48000,42
mix_train_000259,train,data/mixes/train/mix_train_000259_snr_+0.wav,4-186693-A-17,3-157695-A-0,0,8.658284822210947,10.0,48000,42
mix_train_000260,train,data/mixes/train/mix_train_000260_snr_+5.wav,4-186693-A-17,3-157695-A-0,5,1.3220651003261326,10.0,48000,42
mix_train_000261,train,data/mixes/train/mix_train_000261_snr_-10.wav,4-165813-B-19,4-196671-B-8,-10,8.59689386172791,10.0,48000,42
mix_train_000262,train,data/mixes/train/mix_train_000262_snr_-5.wav,4-165813-B-19,4-196671-B-8,-5,2.5948854589002632,10.0,48000,42
mix_train_000263,train,data/mixes/train/mix_train_000263_snr_+0.wav,4-165813-B-19,4-196671-B-8,0,1.1630401385626588,10.0,48000,42
mix_train_000264,train,data/mixes/train/mix_train_000264_snr_+5.wav,4-165813-B-19,4-196671-B-8,5,2.219058766278323,10.0,48000,42
mix_train_000265,train,data/mixes/train/mix_train_000265_snr_-10.wav,2-188822-D-40,2-103426-A-3,-10,4.788488487569024,10.0,48000,42
mix_train_000266,train,data/mixes/train/mix_train_000266_snr_-5.wav,2-188822-D-40,2-103426-A-3,-5,1.9151155688744526,10.0,48000,42
mix_train_000267,train,data/mixes/train/mix_train_000267_snr_+0.wav,2-188822-D-40,2-103426-A-3,0,8.582056177733214,10.0,48000,42
mix_train_000268,train,data/mixes/train/mix_train_000268_snr_+5.wav,2-188822-D-40,2-103426-A-3,5,4.720271867481766,10.0,48000,42
mix_train_000269,train,data/mixes/train/mix_train_000269_snr_-10.wav,3-134699-B-16,4-181955-C-3,-10,7.135184786849926,10.0,48000,42
mix_train_000270,train,data/mixes/train/mix_train_000270_snr_-5.wav,3-134699-B-16,4-181955-C-3,-5,2.342313146942418,10.0,48000,42
mix_train_000271,train,data/mixes/train/mix_train_000271_snr_+0.wav,3-134699-B-16,4-181955-C-3,0,5.8579799511274535,10.0,48000,42
mix_train_000272,train,data/mixes/train/mix_train_000272_snr_+5.wav,3-134699-B-16,4-181955-C-3,5,6.983405215642287,10.0,48000,42
mix_train_000273,train,data/mixes/train/mix_train_000273_snr_-10.wav,5-177957-C-40,2-158746-C-2,-10,7.222335089403461,10.0,48000,42
mix_train_000274,train,data/mixes/train/mix_train_000274_snr_-5.wav,5-177957-C-40,2-158746-C-2,-5,2.3101264813375932,10.0,48000,42
mix_train_000275,train,data/mixes/train/mix_train_000275_snr_+0.wav,5-177957-C-40,2-158746-C-2,0,3.488311356788799,10.0,48000,42
mix_train_000276,train,data/mixes/train/mix_train_000276_snr_+5.wav,5-177957-C-40,2-158746-C-2,5,5.629477860073949,10.0,48000,42
mix_train_000277,train,data/mixes/train/mix_train_000277_snr_-10.wav,5-117773-A-16,3-180256-A-0,-10,5.606373827299313,10.0,48000,42
mix_train_000278,train,data/mixes/train/mix_train_000278_snr_-5.wav,5-117773-A-16,3-180256-A-0,-5,8.264209208379556,10.0,48000,42
mix_train_000279,train,data/mixes/train/mix_train_000279_snr_+0.wav,5-117773-A-16,3-180256-A-0,0,4.0024556754025475,10.0,48000,42
mix_train_000280,train,data/mixes/train/mix_train_000280_snr_+5.wav,5-117773-A-16,3-180256-A-0,5,8.531764788330477,10.0,48000,42
mix_train_000281,train,data/mixes/train/mix_train_000281_snr_-10.wav,3-104632-A-12,4-253649-A-6,-10,1.6079718227444797,10.0,48000,42
mix_train_000282,train,data/mixes/train/mix_train_000282_snr_-5.wav,3-104632-A-12,4-253649-A-6,-5,6.524915327463843,10.0,48000,42
mix_train_000283,train,data/mixes/train/mix_train_000283_snr_+0.wav,3-104632-A-12,4-253649-A-6,0,6.017939164808356,10.0,48000,42
mix_train_000284,train,data/mixes/train/mix_train_000284_snr_+5.wav,3-104632-A-12,4-253649-A-6,5,1.8152104435678122,10.0,48000,42
mix_train_000285,train,data/mixes/train/mix_train_000285_snr_-10.wav,5-179496-A-16,4-147240-A-2,-10,7.80234591271037,10.0,48000,42
mix_train_000286,train,data/mixes/train/mix_train_000286_snr_-5.wav,5-179496-A-16,4-147240-A-2,-5,5.803292918534753,10.0,48000,42
mix_train_000287,train,data/mixes/train/mix_train_000287_snr_+0.wav,5-179496-A-16,4-147240-A-2,0,1.968440520538521,10.0,48000,42
mix_train_000288,train,data/mixes/train/mix_train_000288_snr_+5.wav,5-179496-A-16,4-147240-A-2,5,8.87075481211737,10.0,48000,42
mix_train_000289,train,data/mixes/train/mix_train_000289_snr_-10.wav,5-156999-E-19,3-140199-C-8,-10,3.777630122467592,10.0,48000,42
mix_train_000290,train,data/mixes/train/mix_train_000290_snr_-5.wav,5-156999-E-19,3-140199-C-8,-5,4.427024105877956,10.0,48000,42
mix_train_000291,train,data/mixes/train/mix_train_000291_snr_+0.wav,5-156999-E-19,3-140199-C-8,0,3.9645670097444494,10.0,48000,42
mix_train_000292,train,data/mixes/train/mix_train_000292_snr_+5.wav,5-156999-E-19,3-140199-C-8,5,5.047686317416623,10.0,48000,42
mix_train_000293,train,data/mixes/train/mix_train_000293_snr_-10.wav,3-108451-B-17,4-188703-B-8,-10,1.1012172013268247,10.0,48000,42
mix_train_000294,train,data/mixes/train/mix_train_000294_snr_-5.wav,3-108451-B-17,4-188703-B-8,-5,4.360469926734621,10.0,48000,42
mix_train_000295,train,data/mixes/train/mix_train_000295_snr_+0.wav,3-108451-B-17,4-188703-B-8,0,4.921613639923266,10.0,48000,42
mix_train_000296,train,data/mixes/train/mix_train_000296_snr_+5.wav,3-108451-B-17,4-188703-B-8,5,4.4681872106067875,10.0,48000,42
mix_train_000297,train,data/mixes/train/mix_train_000297_snr_-10.wav,1-118559-A-17,1-31251-B-6,-10,6.084680848811567,10.0,48000,42
mix_train_000298,train,data/mixes/train/mix_train_000298_snr_-5.wav,1-118559-A-17,1-31251-B-6,-5,7.629658488019666,10.0,48000,42
mix_train_000299,train,data/mixes/train/mix_train_000299_snr_+0.wav,1-118559-A-17,1-31251-B-6,0,6.6584691496486155,10.0,48000,42
mix_train_000300,train,data/mixes/train/mix_train_000300_snr_+5.wav,1-118559-A-17,1-31251-B-6,5,4.483897160061416,10.0,48000,42
mix_train_000301,train,data/mixes/train/mix_train_000301_snr_-10.wav,5-198278-A-7,1-15689-B-4,-10,8.723789849904621,10.0,48000,42
mix_train_000302,train,data/mixes/train/mix_train_000302_snr_-5.wav,5-198278-A-7,1-15689-B-4,-5,3.1606591710992067,10.0,48000,42
mix_train_000303,train,data/mixes/train/mix_train_000303_snr_+0.wav,5-198278-A-7,1-15689-B-4,0,7.4655937504540475,10.0,48000,42
mix_train_000304,train,data/mixes/train/mix_train_000304_snr_+5.wav,5-198278-A-7,1-15689-B-4,5,5.305383251586046,10.0,48000,42
mix_train_000305,train,data/mixes/train/mix_train_000305_snr_-10.wav,4-191246-B-7,3-146873-A-24,-10,4.718990173076063,10.0,48000,42
mix_train_000306,train,data/mixes/train/mix_train_000306_snr_-5.wav,4-191246-B-7,3-146873-A-24,-5,7.605876787366045,10.0,48000,42
mix_train_000307,train,data/mixes/train/mix_train_000307_snr_+0.wav,4-191246-B-7,3-146873-A-24,0,5.7397969525096135,10.0,48000,42
mix_train_000308,train,data/mixes/train/mix_train_000308_snr_+5.wav,4-191246-B-7,3-146873-A-24,5,3.5784366638489455,10.0,48000,42
mix_train_000309,train,data/mixes/train/mix_train_000309_snr_-10.wav,1-47714-A-16,1-49409-A-8,-10,7.645848151124827,10.0,48000,42
mix_train_000310,train,data/mixes/train/mix_train_000310_snr_-5.wav,1-47714-A-16,1-49409-A-8,-5,1.6933031844453952,10.0,48000,42
mix_train_000311,train,data/mixes/train/mix_train_000311_snr_+0.wav,1-47714-A-16,1-49409-A-8,0,8.053049472022176,10.0,48000,42
mix_train_000312,train,data/mixes/train/mix_train_000312_snr_+5.wav,1-47714-A-16,1-49409-A-8,5,2.950907513527648,10.0,48000,42
mix_train_000313,train,data/mixes/train/mix_train_000313_snr_-10.wav,2-81731-A-10,2-85292-A-24,-10,5.558797157426578,10.0,48000,42
mix_train_000314,train,data/mixes/train/mix_train_000314_snr_-5.wav,2-81731-A-10,2-85292-A-24,-5,6.3455077635639485,10.0,48000,42
mix_train_000315,train,data/mixes/train/mix_train_000315_snr_+0.wav,2-81731-A-10,2-85292-A-24,0,3.691172959131002,10.0,48000,42
mix_train_000316,train,data/mixes/train/mix_train_000316_snr_+5.wav,2-81731-A-10,2-85292-A-24,5,4.954452028927376,10.0,48000,42
mix_train_000317,train,data/mixes/train/mix_train_000317_snr_-10.wav,1-50625-A-17,5-237499-A-4,-10,2.4547188572615344,10.0,48000,42
mix_train_000318,train,data/mixes/train/mix_train_000318_snr_-5.wav,1-50625-A-17,5-237499-A-4,-5,2.696958801437912,10.0,48000,42
mix_train_000319,train,data/mixes/train/mix_train_000319_snr_+0.wav,1-50625-A-17,5-237499-A-4,0,7.382658854624772,10.0,48000,42
mix_train_000320,train,data/mixes/train/mix_train_000320_snr_+5.wav,1-50625-A-17,5-237499-A-4,5,3.722710745314269,10.0,48000,42
mix_train_000321,train,data/mixes/train/mix_train_000321_snr_-10.wav,4-144085-A-16,5-103421-A-2,-10,5.44632822335667,10.0,48000,42
mix_train_000322,train,data/mixes/train/mix_train_000322_snr_-5.wav,4-144085-A-16,5-103421-A-2,-5,5.133018013719473,10.0,48000,42
mix_train_000323,train,data/mixes/train/mix_train_000323_snr_+0.wav,4-144085-A-16,5-103421-A-2,0,2.5284513882167907,10.0,48000,42
mix_train_000324,train,data/mixes/train/mix_train_000324_snr_+5.wav,4-144085-A-16,5-103421-A-2,5,2.9308484029814394,10.0,48000,42
mix_train_000325,train,data/mixes/train/mix_train_000325_snr_-10.wav,5-181766-A-10,2-158746-D-2,-10,4.908622774790299,10.0,48000,42
mix_train_000326,train,data/mixes/train/mix_train_000326_snr_-5.wav,5-181766-A-10,2-158746-D-2,-5,7.065317227859731,10.0,48000,42
mix_train_000327,train,data/mixes/train/mix_train_000327_snr_+0.wav,5-181766-A-10,2-158746-D-2,0,6.524874715572184,10.0,48000,42
mix_train_000328,train,data/mixes/train/mix_train_000328_snr_+5.wav,5-181766-A-10,2-158746-D-2,5,6.167223197927618,10.0,48000,42
mix_train_000329,train,data/mixes/train/mix_train_000329_snr_-10.wav,5-195517-A-7,3-142604-A-24,-10,4.585396396692566,10.0,48000,42
mix_train_000330,train,data/mixes/train/mix_train_000330_snr_-5.wav,5-195517-A-7,3-142604-A-24,-5,1.1379460747869814,10.0,48000,42
mix_train_000331,train,data/mixes/train/mix_train_000331_snr_+0.wav,5-195517-A-7,3-142604-A-24,0,3.3538846505639786,10.0,48000,42
mix_train_000332,train,data/mixes/train/mix_train_000332_snr_+5.wav,5-195517-A-7,3-142604-A-24,5,4.235209029423425,10.0,48000,42
mix_train_000333,train,data/mixes/train/mix_train_000333_snr_-10.wav,3-246513-A-16,2-87799-A-24,-10,3.449648241040707,10.0,48000,42
mix_train_000334,train,data/mixes/train/mix_train_000334_snr_-5.wav,3-246513-A-16,2-87799-A-24,-5,5.652444682658937,10.0,48000,42
mix_train_000335,train,data/mixes/train/mix_train_000335_snr_+0.wav,3-246513-A-16,2-87799-A-24,0,4.786083910076198,10.0,48000,42
mix_train_000336,train,data/mixes/train/mix_train_000336_snr_+5.wav,3-246513-A-16,2-87799-A-24,5,5.247375449166142,10.0,48000,42
mix_train_000337,train,data/mixes/train/mix_train_000337_snr_-10.wav,2-72970-A-10,1-85362-A-0,-10,8.973051711674657,10.0,48000,42
mix_train_000338,train,data/mixes/train/mix_train_000338_snr_-5.wav,2-72970-A-10,1-85362-A-0,-5,5.403107782053429,10.0,48000,42
mix_train_000339,train,data/mixes/train/mix_train_000339_snr_+0.wav,2-72970-A-10,1-85362-A-0,0,3.8144842209133465,10.0,48000,42
mix_train_000340,train,data/mixes/train/mix_train_000340_snr_+5.wav,2-72970-A-10,1-85362-A-0,5,4.629962102825428,10.0,48000,42
mix_train_000341,train,data/mixes/train/mix_train_000341_snr_-10.wav,1-47709-A-16,2-98676-A-24,-10,3.011229409607532,10.0,48000,42
mix_train_000342,train,data/mixes/train/mix_train_000342_snr_-5.wav,1-47709-A-16,2-98676-A-24,-5,1.9652470780184466,10.0,48000,42
mix_train_000343,train,data/mixes/train/mix_train_000343_snr_+0.wav,1-47709-A-16,2-98676-A-24,0,2.540674347612139,10.0,48000,42
mix_train_000344,train,data/mixes/train/mix_train_000344_snr_+5.wav,1-47709-A-16,2-98676-A-24,5,1.9564379300404227,10.0,48000,42
mix_train_000345,train,data/mixes/train/mix_train_000345_snr_-10.wav,1-46938-A-7,2-75726-A-6,-10,8.607020483147478,10.0,48000,42
mix_train_000346,train,data/mixes/train/mix_train_000346_snr_-5.wav,1-46938-A-7,2-75726-A-6,-5,6.521308433124413,10.0,48000,42
mix_train_000347,train,data/mixes/train/mix_train_000347_snr_+0.wav,1-46938-A-7,2-75726-A-6,0,2.532327784084358,10.0,48000,42
mix_train_000348,train,data/mixes/train/mix_train_000348_snr_+5.wav,1-46938-A-7,2-75726-A-6,5,6.908837228071605,10.0,48000,42
mix_train_000349,train,data/mixes/train/mix_train_000349_snr_-10.wav,4-144085-A-16,4-213915-A-3,-10,6.796680008744413,10.0,48000,42
mix_train_000350,train,data/mixes/train/mix_train_000350_snr_-5.wav,4-144085-A-16,4-213915-A-3,-5,8.812856183064454,10.0,48000,42
mix_train_000351,train,data/mixes/train/mix_train_000351_snr_+0.wav,4-144085-A-16,4-213915-A-3,0,5.197094952868863,10.0,48000,42
mix_train_000352,train,data/mixes/train/mix_train_000352_snr_+5.wav,4-144085-A-16,4-213915-A-3,5,3.26398962619964,10.0,48000,42
mix_train_000353,train,data/mixes/train/mix_train_000353_snr_-10.wav,4-175000-B-40,3-83527-A-4,-10,7.661026906616543,10.0,48000,42
mix_train_000354,train,data/mixes/train/mix_train_000354_snr_-5.wav,4-175000-B-40,3-83527-A-4,-5,3.369971706121156,10.0,48000,42
mix_train_000355,train,data/mixes/train/mix_train_000355_snr_+0.wav,4-175000-B-40,3-83527-A-4,0,3.8870485531950916,10.0,48000,42
mix_train_000356,train,data/mixes/train/mix_train_000356_snr_+5.wav,4-175000-B-40,3-83527-A-4,5,3.4181407102434846,10.0,48000,42
mix_train_000357,train,data/mixes/train/mix_train_000357_snr_-10.wav,3-105235-A-7,5-117250-A-2,-10,2.012663678783853,10.0,48000,42
mix_train_000358,train,data/mixes/train/mix_train_000358_snr_-5.wav,3-105235-A-7,5-117250-A-2,-5,1.3641256078657467,10.0,48000,42
mix_train_000359,train,data/mixes/train/mix_train_000359_snr_+0.wav,3-105235-A-7,5-117250-A-2,0,1.4362081619119023,10.0,48000,42
mix_train_000360,train,data/mixes/train/mix_train_000360_snr_+5.wav,3-105235-A-7,5-117250-A-2,5,3.3370931564222204,10.0,48000,42
mix_train_000361,train,data/mixes/train/mix_train_000361_snr_-10.wav,2-188822-D-40,2-116400-A-0,-10,6.10295724084742,10.0,48000,42
mix_train_000362,train,data/mixes/train/mix_train_000362_snr_-5.wav,2-188822-D-40,2-116400-A-0,-5,7.02233740633003,10.0,48000,42
mix_train_000363,train,data/mixes/train/mix_train_000363_snr_+0.wav,2-188822-D-40,2-116400-A-0,0,1.8207011743020853,10.0,48000,42
mix_train_000364,train,data/mixes/train/mix_train_000364_snr_+5.wav,2-188822-D-40,2-116400-A-0,5,1.0981232270040637,10.0,48000,42
mix_train_000365,train,data/mixes/train/mix_train_000365_snr_-10.wav,4-144083-B-16,3-102908-A-4,-10,4.755175559444082,10.0,48000,42
mix_train_000366,train,data/mixes/train/mix_train_000366_snr_-5.wav,4-144083-B-16,3-102908-A-4,-5,4.523750385088082,10.0,48000,42
mix_train_000367,train,data/mixes/train/mix_train_000367_snr_+0.wav,4-144083-B-16,3-102908-A-4,0,2.474909363120654,10.0,48000,42
mix_train_000368,train,data/mixes/train/mix_train_000368_snr_+5.wav,4-144083-B-16,3-102908-A-4,5,1.4110137374686227,10.0,48000,42
mix_train_000369,train,data/mixes/train/mix_train_000369_snr_-10.wav,4-182314-A-7,2-32515-C-4,-10,1.9126971257993963,10.0,48000,42
mix_train_000370,train,data/mixes/train/mix_train_000370_snr_-5.wav,4-182314-A-7,2-32515-C-4,-5,1.5227474809114598,10.0,48000,42
mix_train_000371,train,data/mixes/train/mix_train_000371_snr_+0.wav,4-182314-A-7,2-32515-C-4,0,4.933972482328544,10.0,48000,42
mix_train_000372,train,data/mixes/train/mix_train_000372_snr_+5.wav,4-182314-A-7,2-32515-C-4,5,5.616169251766545,10.0,48000,42
mix_train_000373,train,data/mixes/train/mix_train_000373_snr_-10.wav,5-188495-A-19,2-87412-A-24,-10,2.2138160556076514,10.0,48000,42
mix_train_000374,train,data/mixes/train/mix_train_000374_snr_-5.wav,5-188495-A-19,2-87412-A-24,-5,7.48913661020038,10.0,48000,42
mix_train_000375,train,data/mixes/train/mix_train_000375_snr_+0.wav,5-188495-A-19,2-87412-A-24,0,8.59300513886425,10.0,48000,42
mix_train_000376,train,data/mixes/train/mix_train_000376_snr_+5.wav,5-188495-A-19,2-87412-A-24,5,1.6814472671698404,10.0,48000,42
mix_train_000377,train,data/mixes/train/mix_train_000377_snr_-10.wav,4-144083-A-16,2-166644-C-2,-10,1.9476124976916926,10.0,48000,42
mix_train_000378,train,data/mixes/train/mix_train_000378_snr_-5.wav,4-144083-A-16,2-166644-C-2,-5,7.115547562609554,10.0,48000,42
mix_train_000379,train,data/mixes/train/mix_train_000379_snr_+0.wav,4-144083-A-16,2-166644-C-2,0,5.850541209943702,10.0,48000,42
mix_train_000380,train,data/mixes/train/mix_train_000380_snr_+5.wav,4-144083-A-16,2-166644-C-2,5,7.325926638747355,10.0,48000,42
mix_train_000381,train,data/mixes/train/mix_train_000381_snr_-10.wav,2-30322-A-12,3-197408-B-8,-10,7.205548317585738,10.0,48000,42
